,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OXSM,284.8105869,-0.724985882,0.291081561,-2.49066234,0.012750523,0.029803254
TTC36,7.508797245,3.917989889,1.57341696,2.490115454,0.01277016,0.02984514
CLIP2,2701.514445,-1.871457044,0.751582247,-2.490022951,0.012773485,0.029848893
DPP3,3616.858036,1.066169253,0.428203785,2.489864152,0.012779193,0.029858217
LOC729177,6.562785492,-3.618471162,1.453664317,-2.489206841,0.012802846,0.029909458
RPS6KB2,1785.522045,0.947930215,0.380850929,2.488979659,0.01281103,0.029920531
TMEM31,2.91132712,4.424535529,1.777616225,2.489027422,0.012809309,0.029920531
CCDC146,64.20530866,-1.426059343,0.573113263,-2.488267912,0.012836699,0.029976453
RCE1,778.152435,1.224432483,0.492137939,2.487986365,0.012846866,0.029996163
SKIL,1521.594919,1.633203671,0.656622374,2.48727996,0.012872406,0.030051757
Dec-01,8.58113081,-4.917452107,1.977243207,-2.487024403,0.012881656,0.030067994
FBXO38,1037.209589,-0.73174417,0.294228574,-2.486992208,0.012882822,0.030067994
FBXO8,314.4715528,-0.807521288,0.324717939,-2.486839168,0.012888365,0.030068814
HPN,256.9619913,3.477486135,1.398313461,2.486914582,0.012885633,0.030068814
MAP7D1,3282.423192,1.343905417,0.540403385,2.486856031,0.012887754,0.030068814
ANKAR,34.44437931,-1.440536693,0.579288067,-2.486736352,0.01289209,0.030073466
CACNG1,3.289537229,5.16486559,2.077012883,2.486679613,0.012894146,0.030074224
HTR1B,19.86737873,5.516761644,2.218720092,2.4864613,0.01290206,0.030088643
MORF4L2,6101.850976,0.892265681,0.358891562,2.486170689,0.012912602,0.030109185
RGS9BP,14.26614218,2.124354351,0.854632797,2.485692521,0.012929963,0.030145622
POTEM,7.1528057,-2.69201342,1.083454106,-2.484658468,0.012967578,0.030229263
SHFM1,4030.698264,0.741463672,0.298444763,2.484425135,0.012976079,0.030245022
CEP68,1118.275173,-0.577372236,0.232417425,-2.484203736,0.01298415,0.030259775
ZNF142,1245.620618,1.017250877,0.409506592,2.484089136,0.012988329,0.030265455
C2orf48,16.44272015,-1.716504145,0.691044105,-2.483928498,0.01299419,0.030273929
TPCN2,760.8507038,0.784361674,0.315779053,2.483893935,0.012995451,0.030273929
CCDC134,153.3658427,-0.832725451,0.335345395,-2.483187371,0.013021258,0.030329981
INTS5,1294.014139,0.787552969,0.317205061,2.482788155,0.013035859,0.030359921
GP2,13.3810865,7.431239806,2.993453008,2.482497566,0.013046496,0.030376551
GPR133,47.86888442,-2.839161547,1.143667245,-2.482506655,0.013046163,0.030376551
GBAP1,134.133754,1.592908935,0.641948276,2.481366481,0.013087973,0.030466593
SMG1,6247.128605,-0.673378757,0.271376256,-2.481347359,0.013088675,0.030466593
ACTL8,16.71267763,3.631893586,1.463815381,2.481114512,0.013097229,0.030482419
HIST1H2AC,148.2860565,1.324042408,0.533683076,2.480952588,0.01310318,0.030492185
HSPA1L,75.71401535,-0.819075227,0.330186732,-2.480642457,0.013114585,0.030514637
EYA3,1279.956249,-0.738456265,0.297724349,-2.480335475,0.013125882,0.030536834
C7orf49,1088.762114,-0.492352612,0.198507078,-2.480277359,0.013128022,0.030537723
DSG1,10.52701847,-1.904082986,0.767720438,-2.48017754,0.013131698,0.030542185
NCOR1,4800.596431,-0.330490893,0.13326622,-2.479929963,0.013140819,0.030559308
HRC,53.65019275,3.333139115,1.344213923,2.479619544,0.013152263,0.030581829
C16orf93,19.47869664,1.798342424,0.725298373,2.479451892,0.013158448,0.030592115
C20orf134,37.7001185,2.013652228,0.812206845,2.479235728,0.013166426,0.030606567
SOSTDC1,10.50705876,3.982007037,1.607155608,2.47767361,0.013224206,0.030736769
C21orf88,273.4883826,3.274255897,1.321857733,2.477010812,0.013248789,0.030789788
C5orf42,564.4319673,-1.031552087,0.416479126,-2.476839832,0.013255137,0.030800422
LTC4S,9.425953719,2.211659675,0.893066914,2.476477004,0.013268617,0.030827622
ACOT7,3900.202726,1.329927976,0.537097212,2.476140158,0.013281143,0.030847334
ALOX12B,13.80711098,1.983791275,0.801166455,2.476128727,0.013281568,0.030847334
MDFIC,2109.172737,-4.044984686,1.633607496,-2.47610561,0.013282428,0.030847334
SYF2,1046.719126,-1.158099051,0.467730497,-2.475996455,0.01328649,0.030852643
ZNF345,103.0345148,-1.359572523,0.549122341,-2.475900946,0.013290044,0.030856773
PRR3,365.0067524,-0.987558534,0.398962261,-2.475318169,0.013311753,0.030903045
F12,188.1294845,1.85591062,0.749832749,2.475099442,0.013319908,0.030917847
HSF1,2911.707257,1.089216732,0.440137999,2.47471642,0.013334201,0.030946887
PQLC2,381.6349588,1.082352012,0.437394856,2.474542161,0.013340707,0.030957854
ST6GALNAC4,603.3279971,-1.588441188,0.641928092,-2.474484616,0.013342857,0.030958706
GTSE1,937.2833795,0.413786558,0.167256028,2.473970978,0.013362055,0.030998235
NPTX1,637.4542687,2.193687943,0.886720703,2.473933377,0.013363461,0.030998235
IL1RAPL2,6.719165973,3.538942487,1.430605856,2.473736894,0.013370813,0.031011147
ZFAND2B,417.7637013,0.924556665,0.373990906,2.472136756,0.013430813,0.031146148
ASTN1,142.6214755,3.635930953,1.470816579,2.472049203,0.013434103,0.031149619
PIGG,854.7144398,0.676679704,0.273745631,2.471928784,0.013438628,0.031155956
MPZL1,2616.022765,1.473317374,0.596057104,2.471772192,0.013444516,0.031165446
MEGF8,2464.550158,1.001719085,0.405303858,2.471526154,0.013453771,0.03118274
PRIM2,846.4421931,-0.697217124,0.282110993,-2.471428414,0.013457449,0.031187104
CHST14,605.9598429,0.808015153,0.326955077,2.471333863,0.013461008,0.031188514
DNPEP,2506.166937,1.180673247,0.477756799,2.471285074,0.013462845,0.031188514
TMCO3,1417.471613,0.697861998,0.282390118,2.471269192,0.013463443,0.031188514
PLA2G2A,11.72886209,3.954156946,1.600160567,2.471100105,0.013469811,0.031199106
KAT6B,1693.418009,-0.83805307,0.339187658,-2.470765227,0.01348243,0.031224172
THOC1,867.3870579,-1.02285663,0.414097134,-2.470088647,0.013507957,0.031279122
MYBL2,8831.690203,1.703572516,0.689697698,2.470027841,0.013510254,0.03128027
RCHY1,805.8517254,-0.620965029,0.251461529,-2.469423578,0.013533092,0.031328973
PNP,3083.129072,0.622038488,0.251927635,2.469115733,0.01354474,0.031351761
TRIM68,325.3959983,-1.690903277,0.684870617,-2.468938271,0.013551459,0.031363135
PAK7,20.63907232,3.109790954,1.25979762,2.468484545,0.013568651,0.031398741
DUSP14,826.1660593,1.558320808,0.631324276,2.468336585,0.013574262,0.03140754
XPO7,4495.505056,0.449617603,0.182176577,2.468031895,0.013585821,0.031430101
MSH4,3.414026488,-3.955643778,1.603250542,-2.467264894,0.01361496,0.031493318
ATG9B,40.48993246,1.944875163,0.788495244,2.466565496,0.013641578,0.031550689
HAUS2,1022.292589,-1.137490721,0.461238743,-2.466164735,0.013656851,0.031581809
CASC2,15.51916718,1.886384552,0.764984111,2.465913377,0.013666438,0.031599773
MED29,1681.286674,0.787603871,0.319425965,2.465685188,0.013675146,0.031611495
MTERF,385.0461363,-1.182297162,0.47949224,-2.465727416,0.013673535,0.031611495
ZCCHC5,3.035516028,-6.410917918,2.600562226,-2.465204583,0.013693504,0.031649719
SKA2,2252.51134,1.313791279,0.532960739,2.465080789,0.013698236,0.031656445
UBL5,4053.390579,-0.694147743,0.281606653,-2.464955058,0.013703044,0.031663344
EXTL1,19.88100431,3.675385065,1.491218026,2.464686586,0.013713314,0.031674438
PIP5K1P1,4.699470178,-3.202109643,1.299171901,-2.464731296,0.013711603,0.031674438
SHISA9,1377.127603,0.848793937,0.344371653,2.464761342,0.013710454,0.031674438
AMN1,174.2315853,-1.202695905,0.488000774,-2.46453688,0.013719044,0.031683461
TAF10,1766.75024,-0.783518816,0.318002156,-2.46387894,0.013744252,0.031737459
DHRS13,588.4602406,-0.901938874,0.366180433,-2.463099591,0.013774165,0.031802305
LNPEP,844.4107169,-1.540092558,0.625325988,-2.46286351,0.013783237,0.031819023
PREX2,480.8653165,-5.68784926,2.309530386,-2.462773079,0.013786714,0.031822821
C17orf42,252.3688872,-1.12385934,0.456393063,-2.462481205,0.01379794,0.031844503
VKORC1L1,470.4121639,0.506881082,0.205881367,2.462005624,0.01381625,0.031882525
HSPA5,19525.08801,0.835324058,0.33931961,2.461761816,0.013825645,0.031899967
DNASE1L2,40.91360418,2.308442542,0.937842449,2.461439599,0.01383807,0.031917394
PPAN,168.0541663,-1.287596896,0.52311077,-2.461423028,0.013838709,0.031917394
TGFB3,82.93599055,1.453978376,0.590696749,2.461463313,0.013837155,0.031917394
AMPH,166.7023336,2.608148255,1.059657733,2.461311963,0.013842994,0.031923039
POLI,519.2403263,-1.11932191,0.454802276,-2.461117653,0.013850494,0.031936096
CWC27,1243.249152,-0.882249184,0.358482805,-2.461064162,0.013852559,0.031936619
KRTAP4-1,5.541479392,6.111747295,2.483570643,2.46087113,0.013860014,0.031943748
LRWD1,951.8586575,1.377440035,0.559743549,2.460841286,0.013861167,0.031943748
SSX2IP,623.1131207,1.174257612,0.477169044,2.46088389,0.013859521,0.031943748
CWF19L2,544.7117989,-1.304168324,0.530023823,-2.460584348,0.013871096,0.031962391
SH2D1A,5.638051863,-4.601557892,1.870412576,-2.460183359,0.013886605,0.031993883
C1orf130,10.83270928,3.032056852,1.232569769,2.459947444,0.013895736,0.032010677
LOC387647,230.5084644,1.161392415,0.472200018,2.45953488,0.013911718,0.032041207
RAD9B,10.20985517,-1.762107302,0.716446455,-2.459510113,0.013912678,0.032041207
PRIM1,1072.015075,-0.767807701,0.312212875,-2.459244194,0.013922988,0.032060702
DGCR11,50.03501412,1.046766877,0.425703485,2.458910751,0.013935926,0.032077739
RPL26L1,1179.114039,0.741381469,0.301507449,2.458915926,0.013935725,0.032077739
SYNE2,3655.094038,0.889010023,0.361535036,2.458987194,0.013932959,0.032077739
ZNF837,103.7872858,2.314268915,0.941336854,2.458491777,0.013952197,0.032110938
CEBPE,2.094738165,-4.425995524,1.800444432,-2.458279436,0.01396045,0.032125677
ZSCAN18,596.6053674,0.876670516,0.356701482,2.457714812,0.013982416,0.032171964
SF3B1,14286.48171,-0.638845045,0.259964437,-2.457432453,0.013993412,0.032193001
ROPN1B,2.753081517,4.600826475,1.872459482,2.457103355,0.014006238,0.032218243
LMAN1,4114.860547,-1.458876194,0.593777607,-2.456940406,0.014012593,0.032228593
FAM102A,4636.870436,1.95621594,0.796330382,2.456538119,0.014028292,0.032260429
C1orf213,48.13693305,-1.3611557,0.554156949,-2.456263884,0.014039003,0.032276516
HSD17B1,196.5471926,1.311426968,0.533909314,2.456272878,0.014038651,0.032276516
LOC374443,252.6751261,-1.626902894,0.662386073,-2.456124851,0.014044435,0.032280259
MCF2,17.4836816,-1.732842972,0.705532092,-2.45607959,0.014046204,0.032280259
USP54,1194.712196,0.806587451,0.328399747,2.456114712,0.014044832,0.032280259
FAM72B,182.7110929,-0.691381834,0.281540079,-2.455713713,0.014060512,0.032308866
VAT1L,1393.615264,2.674276797,1.08903213,2.455645452,0.014063183,0.03231073
PPP1R1B,198.9394846,-2.318967914,0.944586321,-2.455008994,0.014088106,0.032363713
PACRG,4.047102483,4.75906796,1.938770758,2.454683176,0.01410088,0.032388775
EMD,2345.163946,0.786320514,0.320422846,2.454008895,0.014127349,0.032445282
LAMTOR2,1167.685388,0.662756258,0.270076243,2.453959855,0.014129275,0.032445418
RPL35,32877.97754,-0.639408692,0.260580966,-2.45378126,0.014136294,0.032457245
CCDC61,307.0356499,-0.798154054,0.325326291,-2.453395488,0.014151466,0.032486502
FNBP4,2490.827113,-0.725193479,0.295591692,-2.453362182,0.014152776,0.032486502
DDX56,2553.197826,0.793689685,0.323608904,2.452620046,0.014182005,0.032544995
RPL22L1,3377.804551,-1.756955678,0.71635114,-2.452645888,0.014180986,0.032544995
RIOK1,847.7162289,-0.766301836,0.312500406,-2.45216269,0.014200044,0.032582088
HAUS3,515.150448,-1.139941288,0.464924127,-2.45188671,0.01421094,0.032602781
DKFZp434J0226,3.187313883,5.186225337,2.115635833,2.45137904,0.014231001,0.032644495
PPAPDC3,39.49283405,-2.353776577,0.960242754,-2.451230761,0.014236865,0.032653636
CD2AP,2118.469698,-1.441198622,0.587995448,-2.451037041,0.014244529,0.032666903
ETFA,4322.03025,-0.495055881,0.202080412,-2.449796474,0.014293698,0.032775335
CCDC129,5.479312794,4.519233219,1.844870255,2.449621162,0.014300659,0.032786968
DKFZP434I0714,142.6587265,-1.381612077,0.564160299,-2.448970763,0.014326508,0.032841898
TTLL1,201.3818544,-0.845739577,0.345357961,-2.448878185,0.01433019,0.032846006
C6orf208,9.472794639,-1.954306141,0.79806078,-2.448818674,0.014332558,0.0328471
CHCHD3,2922.618793,-0.502404591,0.205186029,-2.448532163,0.014343962,0.0328689
BCL2L2,1262.137031,0.805098579,0.328887439,2.44794566,0.014367332,0.03291811
BCL3,462.657973,1.451132666,0.592833842,2.447789856,0.014373546,0.032923664
RBM4B,575.6615763,1.070242121,0.43722569,2.447802463,0.014373043,0.032923664
CASKIN1,183.0585209,2.070371773,0.845917505,2.447486618,0.014385647,0.032947037
KIAA1539,344.0050928,1.453787929,0.59401671,2.447385577,0.014389681,0.032951933
N4BP2L2,1464.622566,-0.999023023,0.40823906,-2.447151975,0.014399011,0.032968953
FAM86EP,159.503117,0.797611269,0.325961216,2.446951451,0.014407024,0.032982955
PDE11A,11.71016605,2.041720036,0.834578542,2.446408497,0.014428742,0.033028321
FCER1G,5.328383867,-3.101881388,1.268332086,-2.44563819,0.014459602,0.033094603
CCDC155,5.461565427,-6.93104842,2.834495644,-2.445249276,0.014475206,0.033125951
UFSP2,746.7728633,-1.267911018,0.518753005,-2.444151656,0.014519322,0.033222533
SLC35F5,722.7751388,1.035809495,0.423827377,2.443941921,0.014527765,0.033237476
BARX1,8.048889418,3.430257621,1.403785213,2.443577258,0.014542456,0.033264886
UPF3A,1523.560777,-0.57033513,0.233404371,-2.443549482,0.014543575,0.033264886
PMVK,1621.932798,-0.63121863,0.258346286,-2.443304454,0.014553454,0.0332831
APOLD1,98.53552164,-1.326693973,0.543184061,-2.442439072,0.014588392,0.033355157
TRPA1,8.524057353,-3.067204442,1.255800895,-2.442428935,0.014588802,0.033355157
NR4A3,117.6037061,-2.062276591,0.844609206,-2.441693243,0.014618562,0.033418803
PRELP,12.13090189,3.418693341,1.40023978,2.441505655,0.014626159,0.033431771
ETFDH,445.1518941,-0.864576117,0.354162835,-2.441182507,0.014639254,0.033457301
ZRSR2,421.4992615,-0.827036348,0.338801655,-2.441063484,0.01464408,0.033463929
FAM122C,124.6473421,-1.146562892,0.469707652,-2.441013869,0.014646092,0.033464125
ATP6V0B,1988.567347,0.724540686,0.296837572,2.440865831,0.014652097,0.033473443
LINC00339,298.8224997,-0.81865904,0.33547028,-2.440332537,0.014673748,0.033518497
C17orf108,150.1493397,-1.310700427,0.537111186,-2.440277659,0.014675977,0.033519183
ESD,2444.173964,-0.953127467,0.390697587,-2.439552989,0.014705446,0.033582074
PRADC1,298.7747073,0.817759737,0.335254031,2.439224175,0.014718834,0.033608231
TRDMT1,301.9182239,-0.975068613,0.400000903,-2.437666026,0.014782424,0.033748993
WDR75,2255.059945,-0.934597046,0.383456239,-2.437297796,0.014797487,0.033778945
AKIRIN1,4394.108238,-1.157740908,0.47507375,-2.436970908,0.014810871,0.033801512
GTF2H2D,102.1797253,-1.117081723,0.458391245,-2.436961297,0.014811265,0.033801512
SARDH,180.3256064,1.278951185,0.524914151,2.436495914,0.014830337,0.033840593
LOC100272228,94.70522025,-1.335918216,0.548413243,-2.435970017,0.014851916,0.033885382
GPR78,7.024255644,4.193723858,1.721798074,2.43566532,0.01486443,0.033909482
NMD3,3825.69332,1.160877695,0.476650315,2.435491298,0.014871582,0.033921343
SCAI,613.3375388,-1.255538577,0.515658776,-2.434824413,0.014899018,0.033979461
LIF,287.7662311,1.082006906,0.444576699,2.433791309,0.014941607,0.03407212
DKFZP686I15217,67.40417962,1.659140131,0.681740917,2.433681316,0.014946148,0.034078001
B3GALNT2,1052.248854,0.830801101,0.34143846,2.433238193,0.014964453,0.034115261
SLC45A1,36.58878269,1.914088802,0.786685997,2.433103945,0.014970003,0.034123436
COQ3,338.2296715,-0.864945154,0.355594147,-2.432394235,0.014999371,0.034185895
CHPT1,426.9629309,1.045984723,0.430032588,2.432338274,0.015001689,0.034186693
LOC283089,3.46271893,-3.930225114,1.616320101,-2.431588341,0.015032782,0.034249367
PSENEN,807.0279628,0.492531207,0.202556048,2.431579858,0.015033134,0.034249367
FCRL2,2.951369109,-6.369718947,2.619962222,-2.431225493,0.015047846,0.03427839
RICTOR,1053.722136,-1.127239615,0.463692733,-2.431005563,0.015056983,0.034294708
FAM165B,300.1446577,-1.058256534,0.435506162,-2.42994618,0.015101065,0.034390602
SLC39A8,1495.673425,-0.802197332,0.330152533,-2.429777909,0.015108077,0.034402062
SMC5,1313.463605,-1.294936398,0.533145731,-2.42886011,0.015146375,0.034484749
FLJ42875,7.012311103,5.385732485,2.218521706,2.427622173,0.015198167,0.034598133
YWHAH,5355.228765,0.701128225,0.288832592,2.427455369,0.015205158,0.034609512
TMEM231,400.1469013,0.696669364,0.287001954,2.427402861,0.015207359,0.034609988
CTR9,2196.055737,-1.113915099,0.458955112,-2.427067634,0.015221418,0.034637448
EYA1,23.32502112,4.414152961,1.819301037,2.426290576,0.015254051,0.034707162
COQ4,1138.808638,1.138928328,0.469424708,2.426221518,0.015256955,0.034709222
CENPK,697.1333005,-1.427142919,0.588297993,-2.425884392,0.015271134,0.034736932
RPL37A,36099.16325,-0.679773819,0.2802287,-2.425782291,0.015275431,0.034742156
CHAMP1,1308.485177,-0.84020214,0.346393389,-2.425572105,0.015284279,0.034757731
MTA3,2544.050704,-0.444134738,0.183154094,-2.42492389,0.015311596,0.034815296
LOC100506548,1143.081136,-0.980251907,0.40428483,-2.424656661,0.015322871,0.034836372
CRY1,526.7899091,1.975867941,0.814977281,2.424445424,0.015331788,0.034852084
E4F1,963.2275874,1.37900528,0.568889519,2.424030036,0.015349336,0.034882847
PIGC,665.4000565,0.96779056,0.399241685,2.424071927,0.015347565,0.034882847
CACNA2D3,36.5332563,3.096419174,1.277538703,2.423738057,0.015361681,0.034906337
JARID2,6779.027651,0.795336101,0.328152342,2.423679488,0.015364159,0.034907401
MGC57346,528.2764368,-0.748184431,0.308714956,-2.423544493,0.01536987,0.034915812
MPST,1419.101316,1.146349332,0.473078749,2.423168098,0.015385805,0.034947442
RPL39L,610.4647038,0.842656563,0.347777149,2.422978525,0.015393837,0.034961113
C17orf100,83.66568997,-0.85925109,0.354674777,-2.422645044,0.015407974,0.034988646
PRPF39,1033.501657,-1.025150951,0.423174758,-2.422523868,0.015413113,0.034995743
NPHP4,704.1108559,0.949774733,0.392075675,2.422427082,0.015417219,0.035000493
ASNA1,3710.563463,0.896741362,0.370212434,2.422234586,0.015425389,0.035014465
SPC24,405.4850992,1.196690387,0.494058796,2.422161887,0.015428476,0.035016896
NHP2,5183.739642,0.949483896,0.392090706,2.421592458,0.01545267,0.035067226
ETV3,409.6356937,0.585990657,0.242007194,2.42137702,0.015461832,0.035083435
IDH3A,1803.708513,-0.56670057,0.234061786,-2.421158019,0.01547115,0.035096157
PCDHB17,3.043083115,4.006232399,1.65468233,2.421148958,0.015471536,0.035096157
PSMD4,7203.883306,1.072391276,0.442935034,2.421102856,0.015473498,0.035096157
MPDU1,1160.736522,0.643191951,0.265704357,2.420705323,0.015490429,0.035129971
LIPN,3.175629544,-6.468897536,2.672713541,-2.420348248,0.01550565,0.0351599
HYAL1,73.63320114,1.882964326,0.778046515,2.420117938,0.015515474,0.035172997
SCARNA7,78.19836223,-2.025384574,0.836885022,-2.420146759,0.015514244,0.035172997
SCG2,26.60517946,2.449684197,1.01233566,2.41983395,0.015527596,0.035195884
FBXL6,777.6403033,1.11605741,0.461226038,2.419762366,0.015530653,0.03519822
SNX9,1215.100417,1.607114313,0.664184295,2.419681292,0.015534115,0.035201476
ZNF579,384.1182749,1.740772598,0.719758697,2.418550279,0.015582492,0.035306496
GPR132,421.7948348,-2.750233757,1.137194687,-2.418437044,0.015587343,0.035312882
